generation_id,generation_index,average_fitness
54029763,0,0.0
fd44e803,1,0.0
3015d963,2,0.0
cdc4ea60,3,0.0
3f3fb9bf,4,0.0
fa8fcd07,5,0.0
612caf41,6,0.09248769807698086
337b7192,7,0.0
32cb4c77,8,0.0
1408cb30,9,0.0
