generation_id,generation_index,top_fitness
61edebf3,0,0.6587020937823773
c72abe39,1,0.9094604980719196
3bad8fdf,2,0.3853845549595105
c6a4d2ba,3,0.6280465885227893
28ca4c50,4,0.6647912951985264
b2ecf075,5,0.5938277609028475
95a53e8b,6,0.4228222591036987
2fcd65af,7,0.40844754296509256
165c44e0,8,0.6483176453506896
32d69d88,9,0.6019372882650967
1b1938b6,10,0.40415538557967223
fc144d38,11,0.6718332338337292
7ed2e228,12,0.4080300880282517
2c3406ca,13,0.4003583047441892
ceb9a567,14,0.6501816866272717
254a0a89,15,0.4017606101093083
b01a1969,16,0.4329934872374419
9f0f6242,17,0.6569606142796436
fa57588a,18,0.410727743943591
eedb595f,19,0.4106445232009421
2eec1c24,20,0.40880995013794935
30432571,21,0.4122333562605162
03b2f1da,22,0.6330272395460089
aac6faf0,23,0.4027798189515066
7a9ea303,24,0.38342812539370796
134f2da6,25,0.6609698475657043
6fbae9cf,26,0.6521805084394248
81cdd343,27,0.42032966215643397
a529e541,28,0.6477807856094535
5d075657,29,0.6042326547089062
ca03790e,30,0.4129426633755733
02541286,31,0.4169188909096633
3d0a77c9,32,0.4077612561657252
a357f3c0,33,0.6392443356133902
368b8b97,34,0.5916456361881104
abf90682,35,0.6555042855146158
7463e390,36,0.6507225650673658
637e7034,37,0.4026914257208474
d5b340a4,38,0.6590071095941571
909a4d52,39,0.42235149620682544
ed7d0b8d,40,0.40569462680782625
5203b725,41,0.6363227414538222
2c727a9c,42,0.6583839805305088
b8445b5e,43,0.41186105247089105
c8f3a75b,44,0.4014454131138927
0825a365,45,0.6543169054278322
37f7292f,46,0.6503687513089399
7ac71470,47,0.41165414137266115
412b26be,48,0.4047210341623198
aaef29ef,49,0.6585633106153312
