generation_id,generation_index,top_fitness
12bfcfb6,0,0.6097478627492402
7fe49b98,1,0.6644812636299681
3ff1f026,2,0.4104715472819568
9fb1b717,3,0.6013957330014457
4007c4ad,4,0.6284486920793593
