iteration_id,total_run_time(s),pop_count
Thu Sep 21 09:17:20 2023,2362.392565727234,2000
Thu Sep 21 09:58:49 2023,2489.047546863556,2000
Thu Sep 21 10:38:30 2023,2381.1617867946625,2000
Thu Sep 21 11:14:52 2023,2181.791299343109,2000
Thu Sep 21 11:57:23 2023,2551.477642059326,2000
Thu Sep 21 12:40:10 2023,2566.697088241577,2000
Thu Sep 21 13:19:06 2023,2336.0892271995544,2000
Thu Sep 21 14:02:39 2023,2613.5316936969757,2000
