iteration_id,total_run_time(s),pop_count
Thu Sep 21 14:55:57 2023,2258.2769145965576,2000
Thu Sep 21 15:31:45 2023,2147.930349111557,2000
Thu Sep 21 16:12:49 2023,2463.4078364372253,2000
Thu Sep 21 16:54:35 2023,2506.3521251678467,2000
Thu Sep 21 17:35:38 2023,2462.881689310074,2000
