iteration_id,total_run_time(s),pop_count
Wed Sep 13 01:24:15 2023,4809.237777233124,5000
Wed Sep 13 02:59:09 2023,5694.012271642685,5000
Wed Sep 13 04:31:29 2023,5539.661784648895,5000
Wed Sep 13 06:02:38 2023,5469.09655714035,5000
Wed Sep 13 07:25:17 2023,4958.4074902534485,5000
