generation_id,generation_index,top_fitness,saved_specimen
3e613349,6,0.8564758514470338,96abb159
0e8873db,8,0.8504405573515355,bc7143db
b2c0dc49,10,0.855995308344633,c949a830
13860bd1,11,0.8546789892977324,8c6f5ccb
cd047e9f,12,0.8539954027409214,b2038d3c
1d54688f,13,0.852976761914966,b48a4299
bc30d386,17,0.8530499020271268,c2dcb790
37ce96ad,18,0.859595261800279,726e6ef5
a63c2f9a,19,0.8526512481784754,18c34d87
